CustomerID,Monetary,CumRevenue,RevenuePct
18102,580987.0399999991,580987.0399999991,3.343847971110848
14646,528602.5200000026,1109589.5600000017,6.386198905524278
14156,313437.62000000046,1423027.180000002,8.19017675278713
14911,291420.8100000009,1714447.990000003,9.867437719327766
17450,244784.25000000006,1959232.240000003,11.27628380601912
13694,195640.69000000006,2154872.930000003,12.402286073338589
17511,172132.8699999999,2327005.800000003,13.392990010746535
16446,168472.5,2495478.300000003,14.362626833132408
16684,147142.76999999993,2642621.070000003,15.20950123660986
12415,144458.36999999968,2787079.4400000027,16.040925681868533
15061,126389.02000000015,2913468.4600000028,16.76835269658764
16029,117763.62000000014,3031232.080000003,17.446136562141113
17949,117314.08,3148546.160000003,18.12133311797261
15311,114966.41999999937,3263512.5800000024,18.783017809360693
13089,113416.90999999936,3376929.4900000016,19.435784357119072
12931,92347.34000000003,3469276.8300000015,19.967285826577815
14298,91194.49000000076,3560471.320000002,20.49215211337655
15769,88612.51999999999,3649083.840000002,21.002157973777535
12346,77556.46,3726640.300000002,21.44853111734635
13798,75428.8700000001,3802069.1700000023,21.882659000668298
15838,73205.49999999993,3875274.6700000023,22.303990365734816
17841,68545.24999999878,3943819.920000001,22.698499845914927
16754,65500.07000000001,4009319.9900000007,23.075482912830015
14096,65164.78999999966,4074484.7800000003,23.450536288942093
14088,64036.80000000004,4138521.58,23.819097563142684
16422,61920.870000000046,4200442.45,24.175480685766075
17389,57215.329999999994,4257657.78,24.50478125869613
13081,56838.37000000006,4314496.15,24.831912253228726
16013,56078.44000000004,4370574.590000001,25.154669500648673
14680,55688.5,4426263.090000001,25.47518246379361
13093,54144.25000000008,4480407.340000001,25.78680755703118
12748,53539.63999999978,4533946.98,26.094952841284
17850,51208.86999999966,4585155.850000001,26.38968347082159
13408,50174.782000000014,4635330.632,26.678462447701396
13777,49638.26000000002,4684968.892,26.964153493392317
17404,47781.11999999997,4732750.012,27.239155843133894
13881,45179.1,4777929.112,27.499182369494296
15749,44534.3,4822463.412,27.755497774911674
16705,43515.05100000002,4865978.4629999995,28.005946932949925
12471,39918.190000000046,4905896.653,28.23569449950824
15098,39916.5,4945813.153,28.465432339338275
15039,39141.480000000134,4984954.633,28.690709582156426
14031,39019.51000000004,5023974.143,28.915284831454997
17675,37642.48000000001,5061616.623000001,29.131934638954288
17381,36398.64999999998,5098015.273000001,29.3414256319955
12921,35233.24000000005,5133248.513000001,29.544209153792583
17677,35058.45999999997,5168306.973000001,29.745986736200052
12678,34281.179999999986,5202588.153000001,29.943290714254857
13902,34095.26,5236683.413000001,30.139524637089853
13767,33903.57000000009,5270586.983000001,30.33465529569786
16210,33750.97000000001,5304337.953000001,30.528907671030574
16779,32809.03000000001,5337146.983000001,30.717738747881473
15856,32275.950000000135,5369422.933000001,30.903501703838593
14258,32051.340000000015,5401474.273000001,31.0879719258084
17428,31466.760000000064,5432941.033000001,31.269077620667673
17940,30306.790000000005,5463247.823000001,31.443507153988044
12709,30291.76000000004,5493539.583000001,31.617850182736802
14606,29951.370000000363,5523490.953000001,31.790234110279304
12681,29834.760000000002,5553325.713,31.96194689357061
13078,29018.060000000012,5582343.773,32.12895919225557
13098,28882.440000000013,5611226.213,32.29519093538487
17857,27347.039999999997,5638573.2530000005,32.4525857444324
14527,27246.880000000474,5665820.133000001,32.609404086554285
16333,26626.8,5692446.933000001,32.762653582717185
15513,26437.05000000003,5718883.983000001,32.914810980246486
17865,26312.190000000086,5745196.173000001,33.066249750975324
18251,26278.860000000008,5771475.033000002,33.217496692205046
13802,26259.11000000001,5797734.143000002,33.3686299630895
12731,25775.71000000004,5823509.853000002,33.516981044358786
14062,25585.64999999999,5849095.503000002,33.66423824280172
12744,25317.059999999976,5874412.563000002,33.80994958210369
12939,25264.800000000007,5899677.363000002,33.95536014103892
14895,25119.54000000002,5924796.903000002,34.099934661779066
15498,24972.86,5949769.763000002,34.243664971570205
12621,24311.200000000008,5974080.963000002,34.383587123353955
16525,24151.300000000017,5998232.263000002,34.522588977000616
13001,24042.64999999996,6022274.9130000025,34.66096549986183
14607,23763.13,6046038.043000002,34.79773325639861
12482,23691.399999999983,6069729.443000003,34.93408817375232
17920,23581.78000000024,6093311.223000003,35.06981217752387
15640,23494.31000000004,6116805.533000003,35.20503275116378
12409,23419.289999999997,6140224.823000003,35.3398215501555
16133,22992.25999999999,6163217.083000002,35.472152594841546
12682,22950.219999999972,6186167.303000002,35.604241679967345
14063,22710.2,6208877.503000002,35.734949339459234
12540,22254.49000000004,6231131.993000003,35.86303417803775
15159,22116.73000000001,6253248.723000003,35.99032614437508
13340,22100.559999999998,6275349.283000003,36.11752504491581
14051,21770.979999999996,6297120.263000003,36.242827060778495
16839,21758.249999999975,6318878.513000003,36.36805580962877
12753,21429.39,6340307.903000003,36.49139181773257
15615,21373.969999999947,6361681.8730000025,36.614408858214375
13319,21323.220000000005,6383005.093000002,36.73713380907481
14866,20746.539999999997,6403751.633000002,36.85653970096281
